num_workers,eta,beta,alpha,alpha_pull,loss
1,0.002321,2.0,0.55,1.0,0.12362405508365011
1,0.002321,2.0,0.775,0.1,0.008010692243921654
1,0.002321,2.0,0.775,0.325,0.018065047225672457
1,0.002321,2.0,0.775,0.55,0.03193056029038876
1,0.002321,2.0,0.775,0.775,0.049442267188039415
1,0.002321,2.0,0.775,1.0,0.07146416945700866
1,0.002321,2.0,1.0,0.1,0.0069983198708241
1,0.002321,2.0,1.0,0.325,0.01387486588043272
1,0.002321,2.0,1.0,0.55,0.023083727302545584
1,0.002321,2.0,1.0,0.775,0.03453263376678609
1,0.002321,2.0,1.0,1.0,0.055399185119834445
1,0.002321,5.0,0.1,0.1,nan
1,0.002321,5.0,0.1,0.325,nan
1,0.002321,5.0,0.1,0.55,nan
1,0.002321,5.0,0.1,0.775,nan
1,0.002321,5.0,0.1,1.0,nan
1,0.002321,5.0,0.325,0.1,nan
1,0.002321,5.0,0.325,0.325,nan
1,0.002321,5.0,0.325,0.55,nan
1,0.002321,5.0,0.325,0.775,nan
1,0.002321,5.0,0.325,1.0,nan
1,0.002321,5.0,0.55,0.1,nan
1,0.002321,5.0,0.55,0.325,nan
1,0.002321,5.0,0.55,0.55,nan
1,0.002321,5.0,0.55,0.775,nan
1,0.002321,5.0,0.55,1.0,nan
1,0.002321,5.0,0.775,0.1,nan
1,0.002321,5.0,0.775,0.325,nan
1,0.002321,5.0,0.775,0.55,nan
1,0.002321,5.0,0.775,0.775,nan
1,0.002321,5.0,0.775,1.0,nan
1,0.002321,5.0,1.0,0.1,nan
1,0.002321,5.0,1.0,0.325,nan
1,0.002321,5.0,1.0,0.55,nan
1,0.002321,5.0,1.0,0.775,nan
1,0.002321,5.0,1.0,1.0,nan
1,0.010772,0.5,0.1,0.1,8.441544052737816
1,0.010772,0.5,0.1,0.325,9.603652663396407
1,0.010772,0.5,0.1,0.55,9.789079209660105
1,0.010772,0.5,0.1,0.775,10.05403946652776
1,0.010772,0.5,0.1,1.0,10.102700115423195
1,0.010772,0.5,0.325,0.1,3.5199612509817744
1,0.010772,0.5,0.325,0.325,8.702960520947414
1,0.010772,0.5,0.325,0.55,8.300288393892892
1,0.010772,0.5,0.325,0.775,7.799890518648278
1,0.010772,0.5,0.325,1.0,4.703303111722785
1,0.010772,0.5,0.55,0.1,3.524890068818597
1,0.010772,0.5,0.55,0.325,3.924634331408667
1,0.010772,0.5,0.55,0.55,3.9737660214760773
1,0.010772,0.5,0.55,0.775,5.330811379255623
1,0.010772,0.5,0.55,1.0,4.410809854501773
1,0.010772,0.5,0.775,0.1,4.37095192397639
1,0.010772,0.5,0.775,0.325,7.914722358513837
1,0.010772,0.5,0.775,0.55,4.09381541089647
1,0.010772,0.5,0.775,0.775,8.007302806307036
